id,title
1951,Oliver! (1968)
5502,Signs (2002)
4936,Fame (1980)
3861,"Replacements, The (2000)"
497,Much Ado About Nothing (1993)
733,"Rock, The (1996)"
7757,Jason and the Argonauts (1963)
6188,Old School (2003)
6051,"Harder They Come, The (1973)"
1476,Private Parts (1997)
56152,Enchanted (2007)
5810,8 Mile (2002)
2501,October Sky (1999)
48516,"Departed, The (2006)"
7261,Barbershop 2: Back in Business (2004)
127052,Operation 'Y' & Other Shurik's Adventures (1965)
3824,Autumn in New York (2000)
58293,"10,000 BC (2008)"
351,"Corrina, Corrina (1994)"
3264,Buffy the Vampire Slayer (1992)
50872,Ratatouille (2007)
2325,Orgazmo (1997)
1605,Excess Baggage (1997)
555,True Romance (1993)
1687,"Jackal, The (1997)"
101577,"Host, The (2013)"
2195,Dirty Work (1998)
719,Multiplicity (1996)
4005,"Living Daylights, The (1987)"
5171,"Time Machine, The (2002)"
56174,I Am Legend (2007)
1261,Evil Dead II (Dead by Dawn) (1987)
6155,How to Lose a Guy in 10 Days (2003)
389,"Colonel Chabert, Le (1994)"
1381,Grease 2 (1982)
162,Crumb (1994)
920,Gone with the Wind (1939)
2327,Tales from the Darkside: The Movie (1990)
5325,Dogtown and Z-Boyz (2001)
108190,Divergent (2014)
481,Kalifornia (1993)
4639,America's Sweethearts (2001)
2912,"Limey, The (1999)"
2064,Roger & Me (1989)
79592,"Other Guys, The (2010)"
2114,"Outsiders, The (1983)"
1094,"Crying Game, The (1992)"
3942,Sorority House Massacre II (1990)
5481,Austin Powers in Goldmember (2002)
5508,24 Hour Party People (2002)
2710,"Blair Witch Project, The (1999)"
60753,Felon (2008)
2986,RoboCop 2 (1990)
2961,"Story of Us, The (1999)"
5872,Die Another Day (2002)
6158,"Jungle Book 2, The (2003)"
1103,Rebel Without a Cause (1955)
4406,"Man Who Shot Liberty Valance, The (1962)"
1189,"Thin Blue Line, The (1988)"
4370,A.I. Artificial Intelligence (2001)
27193,Taxi 2 (2000)
1777,"Wedding Singer, The (1998)"
1046,Beautiful Thing (1996)
1099,"Christmas Carol, A (1938)"
3005,"Bone Collector, The (1999)"
2795,National Lampoon's Vacation (1983)
907,"Gay Divorcee, The (1934)"
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)
115569,Nightcrawler (2014)
1711,Midnight in the Garden of Good and Evil (1997)
4333,Throw Momma from the Train (1987)
933,To Catch a Thief (1955)
428,"Bronx Tale, A (1993)"
3646,Big Momma's House (2000)
2188,54 (1998)
3681,For a Few Dollars More (Per qualche dollaro in più) (1965)
1688,Anastasia (1997)
114180,"Maze Runner, The (2014)"
97306,Seven Psychopaths (2012)
2145,Pretty in Pink (1986)
4011,Snatch (2000)
104913,Rush (2013)
5650,Strange Brew (1983)
2860,Blue Streak (1999)
1080,Monty Python's Life of Brian (1979)
455,Free Willy (1993)
5219,Resident Evil (2002)
2144,Sixteen Candles (1984)
3999,Vertical Limit (2000)
106100,Dallas Buyers Club (2013)
94,Beautiful Girls (1996)
88129,Drive (2011)
543,So I Married an Axe Murderer (1993)
2337,Velvet Goldmine (1998)
5693,Saturday Night Fever (1977)
1222,Full Metal Jacket (1987)
4344,Swordfish (2001)
257,Just Cause (1995)
694,"Substitute, The (1996)"
43679,Final Destination 3 (2006)
79139,"Sorcerer's Apprentice, The (2010)"
544,Striking Distance (1993)
1921,Pi (1998)
2764,"Thomas Crown Affair, The (1968)"
2530,Beneath the Planet of the Apes (1970)
2100,Splash (1984)
3998,Proof of Life (2000)
1892,"Perfect Murder, A (1998)"
5620,Sweet Home Alabama (2002)
2664,Invasion of the Body Snatchers (1956)
1554,"Pillow Book, The (1996)"
1799,Suicide Kings (1997)
5450,Lovely & Amazing (2001)
2011,Back to the Future Part II (1989)
91325,Extremely Loud and Incredibly Close (2011)
1587,Conan the Barbarian (1982)
2794,European Vacation (aka National Lampoon's European Vacation) (1985)
2289,"Player, The (1992)"
3404,Titanic (1953)
2394,"Prince of Egypt, The (1998)"
949,East of Eden (1955)
593,"Silence of the Lambs, The (1991)"
4957,Sudden Impact (1983)
45517,Cars (2006)
112512,Colourful (Karafuru) (2010)
1408,"Last of the Mohicans, The (1992)"
3568,Smiling Fish and Goat on Fire (1999)
743,Spy Hard (1996)
2948,From Russia with Love (1963)
1279,Night on Earth (1991)
1385,Under Siege (1992)
1731,Mr. Magoo (1997)
1391,Mars Attacks! (1996)
1690,Alien: Resurrection (1997)
112623,Dawn of the Planet of the Apes (2014)
4002,"Planes, Trains & Automobiles (1987)"
46723,Babel (2006)
4848,Mulholland Drive (2001)
2193,Willow (1988)
639,Girl 6 (1996)
1175,Delicatessen (1991)
2320,Apt Pupil (1998)
246,Hoop Dreams (1994)
1213,Goodfellas (1990)
7173,Along Came Polly (2004)
930,Notorious (1946)
6380,Capturing the Friedmans (2003)
1203,12 Angry Men (1957)
122,Boomerang (1992)
1186,"Sex, Lies, and Videotape (1989)"
3591,Mr. Mom (1983)
103,Unforgettable (1996)
612,"Pallbearer, The (1996)"
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)"
61697,Righteous Kill (2008)
2975,"Best Man, The (1999)"
588,Aladdin (1992)
72998,Avatar (2009)
26631,Alice (Neco z Alenky) (1988)
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)
6283,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001)
5447,Sunshine State (2002)
3763,F/X (1986)
2598,Pushing Tin (1999)
3827,Space Cowboys (2000)
311,Relative Fear (1994)
1019,"20,000 Leagues Under the Sea (1954)"
926,All About Eve (1950)
1271,Fried Green Tomatoes (1991)
4720,"Others, The (2001)"
2005,"Goonies, The (1985)"
7312,"Follow Me, Boys! (1966)"
26131,"Battle of Algiers, The (La battaglia di Algeri) (1966)"
4062,Mystic Pizza (1988)
489,Made in America (1993)
2879,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991)
4641,Ghost World (2001)
1685,"I Love You, I Love You Not (1996)"
261,Little Women (1994)
7325,Starsky & Hutch (2004)
88810,"Help, The (2011)"
112171,"Equalizer, The (2014)"
616,"Aristocats, The (1970)"
2739,"Color Purple, The (1985)"
4128,"Lost Boys, The (1987)"
4291,Nine to Five (a.k.a. 9 to 5) (1980)
3168,Easy Rider (1969)
1646,RocketMan (a.k.a. Rocket Man) (1997)
1035,"Sound of Music, The (1965)"
3262,Twin Peaks: Fire Walk with Me (1992)
93831,American Reunion (American Pie 4) (2012)
2482,Still Crazy (1998)
51834,Becoming Jane (2007)
82459,True Grit (2010)
838,Emma (1996)
4419,All That Heaven Allows (1955)
519,RoboCop 3 (1993)
260,Star Wars: Episode IV - A New Hope (1977)
84954,"Adjustment Bureau, The (2011)"
5329,"Salton Sea, The (2002)"
1088,Dirty Dancing (1987)
3950,Tigerland (2000)
1066,Shall We Dance (1937)
40826,Rent (2005)
3016,Creepshow (1982)
2882,Jakob the Liar (1999)
247,Heavenly Creatures (1994)
98809,"Hobbit: An Unexpected Journey, The (2012)"
5956,Gangs of New York (2002)
3556,"Virgin Suicides, The (1999)"
2087,Peter Pan (1953)
3107,Backdraft (1991)
3528,"Prince of Tides, The (1991)"
107141,Saving Mr. Banks (2013)
135,Down Periscope (1996)
2872,Excalibur (1981)
55267,Dan in Real Life (2007)
558,"Pagemaster, The (1994)"
590,Dances with Wolves (1990)
898,"Philadelphia Story, The (1940)"
48982,Flushed Away (2006)
2457,Running Scared (1986)
3462,Modern Times (1936)
482,Killing Zoe (1994)
4014,Chocolat (2000)
1840,He Got Game (1998)
43684,Something New (2006)
2570,"Walk on the Moon, A (1999)"
1264,Diva (1981)
104218,Grown Ups 2 (2013)
1619,Seven Years in Tibet (1997)
1614,In & Out (1997)
6184,"Man Who Fell to Earth, The (1976)"
3825,Coyote Ugly (2000)
1993,Child's Play 3 (1991)
314,"Secret of Roan Inish, The (1994)"
31420,Assault on Precinct 13 (2005)
704,"Quest, The (1996)"
6619,Uptown Girls (2003)
82461,Tron: Legacy (2010)
2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989)
1367,101 Dalmatians (1996)
5128,Queen of the Damned (2002)
267,Major Payne (1995)
653,Dragonheart (1996)
896,Wild Reeds (Les roseaux sauvages) (1994)
3000,Princess Mononoke (Mononoke-hime) (1997)
4899,Black Knight (2001)
95,Broken Arrow (1996)
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)"
3030,Yojimbo (1961)
707,Mulholland Falls (1996)
627,"Last Supper, The (1995)"
1739,3 Ninjas: High Noon On Mega Mountain (1998)
1216,"Big Blue, The (Grand bleu, Le) (1988)"
94130,Bully (2011)
340,"War, The (1994)"
125,Flirting With Disaster (1996)
5991,Chicago (2002)
2877,Tommy (1975)
1801,"Man in the Iron Mask, The (1998)"
2717,Ghostbusters II (1989)
1347,"Nightmare on Elm Street, A (1984)"
2015,"Absent-Minded Professor, The (1961)"
81132,Rubber (2010)
7360,Dawn of the Dead (2004)
1974,Friday the 13th (1980)
2554,Children of the Damned (1963)
90890,Jack and Jill (2011)
1414,Mother (1996)
1876,Deep Impact (1998)
869,Kansas City (1996)
1144,"Line King: The Al Hirschfeld Story, The (1996)"
1726,"Postman, The (1997)"
99813,"Batman: The Dark Knight Returns, Part 2 (2013)"
100,City Hall (1996)
1955,Kramer vs. Kramer (1979)
594,Snow White and the Seven Dwarfs (1937)
2135,Doctor Dolittle (1967)
836,Chain Reaction (1996)
4388,Scary Movie 2 (2001)
1291,Indiana Jones and the Last Crusade (1989)
4091,Can't Buy Me Love (1987)
322,Swimming with Sharks (1995)
3108,"Fisher King, The (1991)"
1485,Liar Liar (1997)
6344,101 Reykjavik (101 Reykjavík) (2000)
2856,I Saw What You Did (1965)
44665,Lucky Number Slevin (2006)
26554,"Quiet Earth, The (1985)"
5903,Equilibrium (2002)
3527,Predator (1987)
1246,Dead Poets Society (1989)
3044,Dead Again (1991)
1307,When Harry Met Sally... (1989)
2463,Ruthless People (1986)
2150,"Gods Must Be Crazy, The (1980)"
3955,"Ladies Man, The (2000)"
923,Citizen Kane (1941)
852,Tin Cup (1996)
7121,Adam's Rib (1949)
4734,Jay and Silent Bob Strike Back (2001)
102125,Iron Man 3 (2013)
107,Muppet Treasure Island (1996)
1680,Sliding Doors (1998)
377,Speed (1994)
4446,Final Fantasy: The Spirits Within (2001)
37729,Corpse Bride (2005)
2810,Perfect Blue (1997)
3035,Mister Roberts (1955)
1658,"Life Less Ordinary, A (1997)"
2338,I Still Know What You Did Last Summer (1998)
640,Diabolique (1996)
1295,"Unbearable Lightness of Being, The (1988)"
3039,Trading Places (1983)
539,Sleepless in Seattle (1993)
2471,Crocodile Dundee II (1988)
26171,Play Time (a.k.a. Playtime) (1967)
5989,Catch Me If You Can (2002)
7361,Eternal Sunshine of the Spotless Mind (2004)
2694,Big Daddy (1999)
47122,John Tucker Must Die (2006)
1488,"Devil's Own, The (1997)"
2371,Fletch (1985)
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
2094,"Rocketeer, The (1991)"
5949,Intact (Intacto) (2001)
1911,Dr. Dolittle (1998)
178,Love & Human Remains (1993)
2582,Twin Dragons (Shuang long hui) (1992)
735,Cemetery Man (Dellamorte Dellamore) (1994)
4262,Scarface (1983)
348,Bullets Over Broadway (1994)
444,Even Cowgirls Get the Blues (1993)
83134,Tucker & Dale vs Evil (2010)
2670,Run Silent Run Deep (1958)
3682,Magnum Force (1973)
1606,Kull the Conqueror (1997)
4054,Save the Last Dance (2001)
5891,I Spit on Your Grave (Day of the Woman) (1978)
81834,Harry Potter and the Deathly Hallows: Part 1 (2010)
262,"Little Princess, A (1995)"
915,Sabrina (1954)
252,I.Q. (1994)
4265,Driven (2001)
4372,Crazy/Beautiful (2001)
6947,Master and Commander: The Far Side of the World (2003)
99117,This Is 40 (2012)
3893,Nurse Betty (2000)
2273,Rush Hour (1998)
78105,Prince of Persia: The Sands of Time (2010)
334,Vanya on 42nd Street (1994)
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996)
6950,"Missing, The (2003)"
4378,Sexy Beast (2000)
945,Top Hat (1935)
538,Six Degrees of Separation (1993)
592,Batman (1989)
94959,Moonrise Kingdom (2012)
114060,The Drop (2014)
3543,Diner (1982)
69951,"Imaginarium of Doctor Parnassus, The (2009)"
5377,About a Boy (2002)
5959,Narc (2002)
4967,No Man's Land (2001)
382,Wolf (1994)
2567,EDtv (1999)
1952,Midnight Cowboy (1969)
3246,Malcolm X (1992)
4874,K-PAX (2001)
606,Candyman: Farewell to the Flesh (1995)
374,Richie Rich (1994)
27831,Layer Cake (2004)
2387,Very Bad Things (1998)
1721,Titanic (1997)
82053,Casino Jack (2010)
3639,"Man with the Golden Gun, The (1974)"
104245,Planes (2013)
3868,"Naked Gun: From the Files of Police Squad!, The (1988)"
5008,Witness for the Prosecution (1957)
5092,Big Fat Liar (2002)
1278,Young Frankenstein (1974)
127198,Dope (2015)
93,Vampire in Brooklyn (1995)
5014,I Am Sam (2001)
1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)"
2863,"Hard Day's Night, A (1964)"
4976,Iris (2001)
1914,Smoke Signals (1998)
48738,"Last King of Scotland, The (2006)"
38061,Kiss Kiss Bang Bang (2005)
3100,"River Runs Through It, A (1992)"
4835,Coal Miner's Daughter (1980)
44633,"Devil and Daniel Johnston, The (2005)"
737,Barb Wire (1996)
1982,Halloween (1978)
7169,Chasing Liberty (2004)
1674,Witness (1985)
87867,Zookeeper (2011)
86882,Midnight in Paris (2011)
1608,Air Force One (1997)
191,"Scarlet Letter, The (1995)"
3979,Little Nicky (2000)
2763,"Thomas Crown Affair, The (1999)"
706,Sunset Park (1996)
51935,Shooter (2007)
1449,Waiting for Guffman (1996)
1717,Scream 2 (1997)
3683,Blood Simple (1984)
115664,The Book of Life (2014)
4483,Caddyshack II (1988)
4369,"Fast and the Furious, The (2001)"
575,"Little Rascals, The (1994)"
3213,Batman: Mask of the Phantasm (1993)
2792,Airplane II: The Sequel (1982)
731,Heaven's Prisoners (1996)
3912,Beautiful (2000)
3173,Any Given Sunday (1999)
2605,Entrapment (1999)
1302,Field of Dreams (1989)
4226,Memento (2000)
112138,22 Jump Street (2014)
84374,No Strings Attached (2011)
1242,Glory (1989)
1366,"Crucible, The (1996)"
1200,Aliens (1986)
552,"Three Musketeers, The (1993)"
3626,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999)
4939,"Final Countdown, The (1980)"
778,Trainspotting (1996)
290,Once Were Warriors (1994)
2701,Wild Wild West (1999)
3452,Romeo Must Die (2000)
3160,Magnolia (1999)
2712,Eyes Wide Shut (1999)
3629,"Gold Rush, The (1925)"
81786,Certified Copy (Copie conforme) (2010)
4979,"Royal Tenenbaums, The (2001)"
2013,"Poseidon Adventure, The (1972)"
44191,V for Vendetta (2006)
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)"
87520,Transformers: Dark of the Moon (2011)
1033,"Fox and the Hound, The (1981)"
1961,Rain Man (1988)
113207,Get on Up (2014)
3099,Shampoo (1975)
4386,Cats & Dogs (2001)
3354,Mission to Mars (2000)
6157,Daredevil (2003)
5617,Secretary (2002)
2686,"Red Violin, The (Violon rouge, Le) (1998)"
137,Man of the Year (1995)
5099,Heidi (1937)
1907,Mulan (1998)
1615,"Edge, The (1997)"
2454,"Fly, The (1958)"
2384,Babe: Pig in the City (1998)
2949,Dr. No (1962)
4246,Bridget Jones's Diary (2001)
36517,"Constant Gardener, The (2005)"
3701,Alien Nation (1988)
3365,"Searchers, The (1956)"
1285,Heathers (1989)
3504,Network (1976)
2379,Police Academy 2: Their First Assignment (1985)
1882,Godzilla (1998)
118997,Into the Woods (2014)
6347,Beat Street (1984)
4518,The Lair of the White Worm (1988)
4701,Rush Hour 2 (2001)
1296,"Room with a View, A (1986)"
96430,"Odd Life of Timothy Green, The (2012)"
1884,Fear and Loathing in Las Vegas (1998)
3535,American Psycho (2000)
78349,Exam (2009)
589,Terminator 2: Judgment Day (1991)
114662,American Sniper (2014)
3098,"Natural, The (1984)"
1197,"Princess Bride, The (1987)"
1262,"Great Escape, The (1963)"
4498,"Dead Pool, The (1988)"
2149,House II: The Second Story (1987)
44193,She's the Man (2006)
1909,"X-Files: Fight the Future, The (1998)"
1105,Children of the Corn IV: The Gathering (1996)
26704,State of Grace (1990)
5218,Ice Age (2002)
1645,The Devil's Advocate (1997)
2959,Fight Club (1999)
6297,Holes (2003)
2243,Broadcast News (1987)
3882,Bring It On (2000)
1387,Jaws (1975)
2232,Cube (1997)
2729,Lolita (1962)
4718,American Pie 2 (2001)
27904,"Scanner Darkly, A (2006)"
3481,High Fidelity (2000)
2659,It Came from Hollywood (1982)
5109,Return to Never Land (2002)
3275,"Boondock Saints, The (2000)"
421,Black Beauty (1994)
918,Meet Me in St. Louis (1944)
94405,Safe (2012)
1086,Dial M for Murder (1954)
115617,Big Hero 6 (2014)
62293,"Duchess, The (2008)"
1372,Star Trek VI: The Undiscovered Country (1991)
39869,Manderlay (2005)
70293,Julie & Julia (2009)
1785,King of New York (1990)
1059,William Shakespeare's Romeo + Juliet (1996)
3968,Bedazzled (2000)
5919,Android (1982)
1100,Days of Thunder (1990)
3418,Thelma & Louise (1991)
3447,"Good Earth, The (1937)"
5628,Wasabi (2001)
2915,Risky Business (1983)
4164,"Caveman's Valentine, The (2001)"
1140,Entertaining Angels: The Dorothy Day Story (1996)
1703,For Richer or Poorer (1997)
5316,Enigma (2001)
4085,Beverly Hills Cop (1984)
55451,The Jane Austen Book Club (2007)
508,Philadelphia (1993)
47099,"Pursuit of Happyness, The (2006)"
5296,"Sweetest Thing, The (2002)"
5303,Joe Versus the Volcano (1990)
94677,"Dictator, The (2012)"
3090,Matewan (1987)
5323,Jason X (2002)
2028,Saving Private Ryan (1998)
5066,"Walk to Remember, A (2002)"
53121,Shrek the Third (2007)
3219,Pacific Heights (1990)
2944,"Dirty Dozen, The (1967)"
5415,Divine Secrets of the Ya-Ya Sisterhood (2002)
3616,Loser (2000)
2348,Sid and Nancy (1986)
4016,"Emperor's New Groove, The (2000)"
2560,Ravenous (1999)
144,"Brothers McMullen, The (1995)"
93840,"Cabin in the Woods, The (2012)"
3993,Quills (2000)
3307,City Lights (1931)
1831,Lost in Space (1998)
87306,Super 8 (2011)
350,"Client, The (1994)"
2587,Life (1999)
1701,Deconstructing Harry (1997)
4792,13 Ghosts (1960)
3798,What Lies Beneath (2000)
65230,Marley & Me (2008)
1284,"Big Sleep, The (1946)"
2226,"Ring, The (1927)"
1556,Speed 2: Cruise Control (1997)
53125,Pirates of the Caribbean: At World's End (2007)
3512,Return to Me (2000)
215,Before Sunrise (1995)
1696,Bent (1997)
3175,Galaxy Quest (1999)
2502,Office Space (1999)
106766,Inside Llewyn Davis (2013)
2916,Total Recall (1990)
101962,Wolf Children (Okami kodomo no ame to yuki) (2012)
1446,Kolya (Kolja) (1996)
5254,Blade II (2002)
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995)
81562,127 Hours (2010)
1178,Paths of Glory (1957)
90405,In Time (2011)
479,Judgment Night (1993)
3940,Slumber Party Massacre III (1990)
112290,Boyhood (2014)
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)
2762,"Sixth Sense, The (1999)"
4276,Lost in America (1985)
2392,Jack Frost (1998)
1644,I Know What You Did Last Summer (1997)
1194,Cheech and Chong's Up in Smoke (1978)
3082,"World Is Not Enough, The (1999)"
4220,"Longest Yard, The (1974)"
515,"Remains of the Day, The (1993)"
89864,50/50 (2011)
222,Circle of Friends (1995)
458,Geronimo: An American Legend (1993)
805,"Time to Kill, A (1996)"
1129,Escape from New York (1981)
3624,Shanghai Noon (2000)
1544,"Lost World: Jurassic Park, The (1997)"
2431,Patch Adams (1998)
53000,28 Weeks Later (2007)
1223,"Grand Day Out with Wallace and Gromit, A (1989)"
2376,"View to a Kill, A (1985)"
2302,My Cousin Vinny (1992)
96079,Skyfall (2012)
45499,X-Men: The Last Stand (2006)
2346,"Stepford Wives, The (1975)"
419,"Beverly Hillbillies, The (1993)"
3735,Serpico (1973)
87028,"Roommate, The (2011)"
337,What's Eating Gilbert Grape (1993)
3448,"Good Morning, Vietnam (1987)"
148,"Awfully Big Adventure, An (1995)"
2396,Shakespeare in Love (1998)
56171,"Golden Compass, The (2007)"
5505,"Good Girl, The (2002)"
79357,Mr. Nobody (2009)
2478,¡Three Amigos! (1986)
2009,Soylent Green (1973)
2606,Idle Hands (1999)
3178,"Hurricane, The (1999)"
496,What Happened Was... (1994)
3797,"In Crowd, The (2000)"
4946,"Eye for an Eye, An (1981)"
2139,"Secret of NIMH, The (1982)"
2336,Elizabeth (1998)
1021,Angels in the Outfield (1994)
81932,"Fighter, The (2010)"
1260,M (1931)
103688,"Conjuring, The (2013)"
93270,Project X (2012)
150,Apollo 13 (1995)
4086,"Big Easy, The (1987)"
78637,Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010)
2996,Music of the Heart (1999)
165,Die Hard: With a Vengeance (1995)
1208,Apocalypse Now (1979)
52328,Sunshine (2007)
1375,Star Trek III: The Search for Spock (1984)
736,Twister (1996)
832,Ransom (1996)
943,"Ghost and Mrs. Muir, The (1947)"
532,Serial Mom (1994)
3004,"Bachelor, The (1999)"
32914,Carrie (2002)
95167,Brave (2012)
59900,You Don't Mess with the Zohan (2008)
885,Bogus (1996)
1625,"Game, The (1997)"
62383,"20,000 Leagues Under the Sea (1916)"
596,Pinocchio (1940)
3967,Billy Elliot (2000)
3668,Romeo and Juliet (1968)
818,"Very Brady Sequel, A (1996)"
2124,"Addams Family, The (1991)"
788,"Nutty Professor, The (1996)"
3984,Diamonds Are Forever (1971)
1975,Friday the 13th Part 2 (1981)
1976,Friday the 13th Part 3: 3D (1982)
307,Three Colors: Blue (Trois couleurs: Bleu) (1993)
55232,Resident Evil: Extinction (2007)
1358,Sling Blade (1996)
1345,Carrie (1976)
2622,William Shakespeare's A Midsummer Night's Dream (1999)
2505,8MM (1999)
72407,"Twilight Saga: New Moon, The (2009)"
2118,"Dead Zone, The (1983)"
80549,Easy A (2010)
3115,Flawless (1999)
637,Sgt. Bilko (1996)
1682,"Truman Show, The (1998)"
3042,Meatballs III (1987)
3424,Do the Right Thing (1989)
457,"Fugitive, The (1993)"
2082,"Mighty Ducks, The (1992)"
151,Rob Roy (1995)
289,Only You (1994)
3255,"League of Their Own, A (1992)"
85354,Mesrine: Public Enemy #1 (L'ennemi public n°1) (2008)
3062,"Longest Day, The (1962)"
103253,Elysium (2013)
3677,Baraka (1992)
1334,"Blob, The (1958)"
454,"Firm, The (1993)"
223,Clerks (1994)
6482,Dumb and Dumberer: When Harry Met Lloyd (2003)
1962,Driving Miss Daisy (1989)
95441,Ted (2012)
2572,10 Things I Hate About You (1999)
2357,Central Station (Central do Brasil) (1998)
52287,Meet the Robinsons (2007)
6349,Breakin' (1984)
1374,Star Trek II: The Wrath of Khan (1982)
5544,Time After Time (1979)
2797,Big (1988)
1663,Stripes (1981)
2734,"Mosquito Coast, The (1986)"
2096,Sleeping Beauty (1959)
1580,Men in Black (a.k.a. MIB) (1997)
2153,"Avengers, The (1998)"
3752,"Me, Myself & Irene (2000)"
2402,Rambo: First Blood Part II (1985)
4903,In the Bedroom (2001)
889,1-900 (06) (1994)
5293,Changing Lanes (2002)
8880,Mask (1985)
953,It's a Wonderful Life (1946)
7139,In America (2002)
994,Big Night (1996)
330,Tales from the Hood (1995)
2065,"Purple Rose of Cairo, The (1985)"
327,Tank Girl (1995)
798,Daylight (1996)
90374,Martha Marcy May Marlene (2011)
5507,xXx (2002)
1805,Wild Things (1998)
1927,All Quiet on the Western Front (1930)
124851,Delirium (2014)
6385,Whale Rider (2002)
85774,Senna (2010)
1029,Dumbo (1941)
6383,"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)"
3033,Spaceballs (1987)
103141,Monsters University (2013)
110102,Captain America: The Winter Soldier (2014)
2841,Stir of Echoes (1999)
1196,Star Wars: Episode V - The Empire Strikes Back (1980)
8984,Ocean's Twelve (2004)
1120,"People vs. Larry Flynt, The (1996)"
1252,Chinatown (1974)
5103,"Sandlot, The (1993)"
3751,Chicken Run (2000)
2692,Run Lola Run (Lola rennt) (1998)
4992,Kate & Leopold (2001)
2125,Ever After: A Cinderella Story (1998)
116797,The Imitation Game (2014)
1004,"Glimmer Man, The (1996)"
6281,Phone Booth (2002)
5764,Looker (1981)
5812,Far from Heaven (2002)
3972,"Legend of Drunken Master, The (Jui kuen II) (1994)"
4187,Lilies of the Field (1963)
2803,"Pelican Brief, The (1993)"
533,"Shadow, The (1994)"
535,Short Cuts (1993)
187,Party Girl (1995)
1942,All the King's Men (1949)
3159,Fantasia 2000 (1999)
2804,"Christmas Story, A (1983)"
4994,"Majestic, The (2001)"
3707,9 1/2 Weeks (Nine 1/2 Weeks) (1986)
1945,On the Waterfront (1954)
2294,Antz (1998)
2805,Mickey Blue Eyes (1999)
86781,Incendies (2010)
3101,Fatal Attraction (1987)
5294,Frailty (2001)
2324,Life Is Beautiful (La Vita è bella) (1997)
343,"Baby-Sitters Club, The (1995)"
4327,"Magnificent Seven, The (1960)"
1480,Smilla's Sense of Snow (1997)
4017,Pollock (2000)
3408,Erin Brockovich (2000)
413,Airheads (1994)
1185,My Left Foot (1989)
2054,"Honey, I Shrunk the Kids (1989)"
95067,"Thousand Words, A (2012)"
55620,For the Bible Tells Me So (2007)
7444,13 Going on 30 (2004)
2867,Fright Night (1985)
3536,Keeping the Faith (2000)
2548,"Rage: Carrie 2, The (1999)"
3884,"Crew, The (2000)"
4366,Atlantis: The Lost Empire (2001)
82169,"Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)"
1611,My Own Private Idaho (1991)
1370,Die Hard 2 (1990)
4812,SpaceCamp (1986)
1147,When We Were Kings (1996)
1990,Prom Night IV: Deliver Us From Evil (1992)
1161,"Tin Drum, The (Blechtrommel, Die) (1979)"
67087,"I Love You, Man (2009)"
6125,"Secret Policeman's Other Ball, The (1982)"
900,"American in Paris, An (1951)"
49910,Freedom Writers (2007)
6327,"Decade Under the Influence, A (2003)"
1151,Lesson Faust (1994)
1247,"Graduate, The (1967)"
435,Coneheads (1993)
5679,"Ring, The (2002)"
85342,Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010)
1394,Raising Arizona (1987)
8738,"Woman Is a Woman, A (femme est une femme, Une) (1961)"
163,Desperado (1995)
842,Tales from the Crypt Presents: Bordello of Blood (1996)
4881,"Man Who Wasn't There, The (2001)"
2105,Tron (1982)
407,In the Mouth of Madness (1995)
3753,"Patriot, The (2000)"
265,Like Water for Chocolate (Como agua para chocolate) (1992)
93510,21 Jump Street (2012)
2109,"Jerk, The (1979)"
56367,Juno (2007)
6461,"Unforgiven, The (1960)"
1537,Shall We Dance? (Shall We Dansu?) (1996)
2140,"Dark Crystal, The (1982)"
2080,Lady and the Tramp (1955)
595,Beauty and the Beast (1991)
903,Vertigo (1958)
1438,Dante's Peak (1997)
1939,"Best Years of Our Lives, The (1946)"
4886,"Monsters, Inc. (2001)"
3146,Deuce Bigalow: Male Gigolo (1999)
1513,Romy and Michele's High School Reunion (1997)
103606,Stuck in Love (2012)
68269,"Young Victoria, The (2009)"
8361,"Day After Tomorrow, The (2004)"
4466,Above the Law (1988)
434,Cliffhanger (1993)
55052,Atonement (2007)
3466,Heart and Souls (1993)
96610,Looper (2012)
3102,Jagged Edge (1985)
3469,Inherit the Wind (1960)
51037,Unknown (2006)
914,My Fair Lady (1964)
